text	label
Arquivado Definitivamente ARQUIVADO NO PACOTE Nº 13.336/2019 (1º,2º E 3º VOLUMES)	H:Arquivado
Arquivado Definitivamente autos devolvidos ao arquivo da Recall em data de 16.12.2016, para a Caixa n. 1768/2015.	H:Arquivado
Início da Execução Juntado 0000060-60.2019.8.26.0275 - Cumprimento de Sentença contra a Fazenda Pública	H:Ativo
Certidão Juntada Nº Protocolo: FBRE.15.00007502-3 Tipo da Petição: Petições Diversas Data: 21/01/2015 17:44	H:Arquivado
Mandado Devolvido Cumprido Negativo Rua Tolentino de Filgueiras, 153, 31, Gonzaga, e aí sendo, deixo de proceder a apreensão do referido autos, em razão de ter sido informada pelo Dr. Marcos Menechino Júnior que havia devolvido o presente autos em Cartório; entrando em contato com o Cartório, fui informada que os autos havia sido devolvido em Cartório. Ante o exposto, devolvo o r. Mandado à Cartório para os seus devidos fins de direito.	H:Ativo
Tipo do Movimento:Ato Ordinatório Praticado Descrição:expedição de documentos	H:Ativo
Ofício Juntado	H:Ativo
Expedição de documento	H:Ativo
Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico e dou fé que as custas pendentes  foram corretamente recolhidas pela parte devedora.	H:Arquivado
Nro Da Relação: 336/2016 Data: 11/04/2016 Qtde Vols.: 1 Arquivamento De Ação Trabalhista (Sumaríssimo)	H:Arquivado
Guia de Recolhimento Juntada	H:Arquivado
Certidão de Publicação Expedida Relação :1102/2018 Data da Disponibilização: 12/12/2018 Data da Publicação: 13/12/2018 Número do Diário: 2716 Página: 2816/2817	H:Ativo
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Arquivado
Certidão de Cartório Expedida Certidão - Certifica Trânsito em Julgado com baixa - Execução Fiscal Eletrônica	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados ADM	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Baixa Definitiva Cadastrado incidente de cumprimento de sentença.	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Arquivado
Arquivamento Provisório - Cumprimento de Sentença Digital	H:Arquivado
Apensado ao processo Apenso o processo 0000914-16.2019.8.26.0320 - Classe: Cumprimento de Sentença contra a Fazenda Pública - Assunto principal: Adicional de Insalubridade	H:Arquivado
Certidão de Publicação Expedida Relação :0108/2019 Data da Disponibilização: 29/03/2019 Data da Publicação: 01/04/2019 Número do Diário: 2778 Página: 1225-1237	H:Ativo
Arquivado Definitivamente	H:Arquivado
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados Retorno Arquivo - Cx 7529	H:Arquivado
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Remetidos os Autos à Minuta AUTOS 142/19 - 2º VOL	H:Ativo
Para O(S) Autor(Es) Ed.Nº 3339 Sol.Nº 3863 Publicação De Notificação Ciência Despacho	H:Ativo
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Para O(S) Autor(Es) E Réu(S) Ed.Nº 3555 Sol.Nº 391 Publicação De Notificação Ciência Despacho	H:Ativo
Remetidos os Autos para o Arquivo Geral – Devolução de Feitos Não Reativados	H:Arquivado
Pedido de Habilitação Juntado Nº Protocolo: WJMJ.19.40440543-4 Tipo da Petição: Pedido de Habilitação Data: 01/04/2019 22:26	H:Ativo
Início da Execução Juntado 0005381-68.2016.8.26.0053 - Cumprimento Provisório de Sentença	H:Ativo
Conclusos para Despacho	H:Ativo
Conclusos para Sentença Cargas de n. 01/2019 à 02/2019 datada de 07/01/2019. Há 13 (treze) processos digitais em carga (Relação anexa). Tipo de local de destino: Juiz de Direito Especificação do local de destino: FABIANA GARCIA GARIBALDI	H:Ativo
Tipo do Movimento:Ato Ordinatório Praticado Descrição:Encaminho os autos à digitação para cumprimento do despacho de fl. 67 atentando-se para o novo endereço fornecido pela parte autora à fl. 68.	H:Ativo
Decisão	H:Ativo
Juntada A Petição De Solicitação De Habilitação (Requer Juntada)	H:Ativo
Certidão de Publicação Expedida Relação :0258/2018 Data da Disponibilização: 01/10/2018 Data da Publicação: 02/10/2018 Número do Diário: 2670 Página: 3147/3161	H:Ativo
Arquivado Definitivamente pacote 1863/2018 F9001972115450 2º vol F9001972115451 1º vol	H:Arquivado
Certidão de Publicação Expedida Relação :0056/2019 Data da Disponibilização: 15/03/2019 Data da Publicação: 18/03/2019 Número do Diário: 2768 Página: 1116/1149	H:Ativo
Recurso Especial repetitivo	H:Ativo
Petição Juntada Nº Protocolo: WSJC.19.70096353-5 Tipo da Petição: Petições Diversas Data: 01/04/2019 11:26	H:Ativo
Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:302/319	H:Arquivado
Apensado ao processo Apensado ao processo 1033148-86.2017.8.26.0002 - Classe: Procedimento Comum - Assunto principal: Interpretação / Revisão de Contrato	H:Ativo
Certidão de Publicação Expedida Relação :0186/2019 Data da Disponibilização: 27/03/2019 Data da Publicação: 28/03/2019 Número do Diário: 2776 Página: 1708/1715	H:Ativo
Certidão de Objeto e Pé Expedida Certidão - Honorários - Convênio Defensoria-OAB	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 21/03/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 27/03/2019 devido à alteração da tabela de feriados	H:Ativo
Remetidos os Autos para a Procuradoria do Município levando somente os volumes n 5 Tipo de local de destino: Procuradoria do Município Especificação do local de destino: Procuradoria do Município	H:Ativo
Petição Juntada Nº Protocolo: WMGU.17.70070355-8 Tipo da Petição: Petições Diversas Data: 24/11/2017 13:09	H:Ativo
Recebidos os Autos do Tribunal de Justiça Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara de Fazenda Pública	H:Arquivado
Conclusos para Decisão GABINETE	H:Ativo
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Envio de Documento Eletrônico 	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Tipo do Movimento:Trânsito em Julgado 	H:Arquivado
Arquivado Definitivamente PACOTE 14.025/18- 1º ao 4º VOL	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Pedido de Homologação de Acordo Juntado Nº Protocolo: WNSO.18.70147034-5 Tipo da Petição: Pedido de Homologação de Acordo Data: 11/12/2018 11:26	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Incidente Processual Instaurado Seq.: 01 - Requisição de Pequeno Valor	H:Ativo
Petição Juntada Nº Protocolo: WDDA.17.70125853-1 Tipo da Petição: Petições Diversas Data: 25/11/2017 08:23	H:Ativo
Arquivado Definitivamente	H:Arquivado
Conclusos para Despacho	H:Ativo
Trânsito em Julgado às partes - com Baixa CERTIFICO E DOU FÉ, que a r. decisão de fls 209/211 transitou em julgado em 20/05/2015. Santa Isabel, 10 de junho de 2015. Eu, ___(Adriana Melloni de Oliveira), Escr. Subsc.	H:Arquivado
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Tipo do Movimento:Envio de Documento Eletrônico Documentos Digitados:Mandado de Intimação p/ fins diversos.Mandado de Citação e Intimação (Interdição)Nome da Central Destinatária:ITALVA-CARDOSO MOREIRA NAROJAData de Recebimento pelo OJA: 28/03/2019	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0355/2017 Data da Disponibilização: 03/03/2017 Data da Publicação: 06/03/2017 Número do Diário: 2299 Página: 1473/1477	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 08/03/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Visto em correição DESPACHO VISTO EM CORREIÇÃO	H:Arquivado
Certidão de Publicação Expedida Relação :0292/2018 Data da Disponibilização: 17/09/2018 Data da Publicação: 18/09/2018 Número do Diário: 2660 Página: 1206/1213	H:Ativo
Ato Publicado Relação :0149/2019 Data da Publicação: 20/02/2019 Número do Diário: 2288	H:Ativo
Certidão de Publicação Expedida Relação :1396/2018 Data da Disponibilização: 09/11/2018 Data da Publicação: 26/11/2018 Número do Diário: 2697 Página: 1488/1496	H:Ativo
Certidão de Cartório Expedida Certifico e dou fé que, em cumprimento ao determinado às fls. 196 procedo as anotações no sistema e o ARQUIVAMENTO dos autos. Nada Mais.	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Remetidos os Autos para a Administração - Destruição Os autos serão encaminhados para Destruição em 02/12/2016.	H:Arquivado
Remetido ao DJE Relação: 0186/2019 Teor do ato: Ciência ao interessado que o MLE foi encaminhado ao Banco, devendo ser verificado junto à conta indicada o seu crédito. Advogados(s): Orlando Antonio Mongelli Neto (OAB 142005/SP), Jose Augusto Parreira Filho (OAB 86606/SP)	H:Ativo
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Proferido Despacho De Mero Expediente	H:Ativo
Autos Destruídos	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Petição Juntada CONTRARRAZÕES	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Decisão	H:Ativo
Petição Juntada Nº Protocolo: WFPA.16.80048221-8 Tipo da Petição: Petição Intermediária Data: 18/08/2016 18:54	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Arquivado Provisoriamente Fls.380. Item 04. Aguarde-se no arquivo.	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida CERTIDÃO - TRÂNSITO EM JULGADO Certifico e dou fé que a r. sentença de fls. 194 transitou em julgado para o Embargante em 16/08/18e para a Embargada em 21/01/19. Nada Mais. Peruíbe, 25 de março de 2019. Eu, Wanda Regina da Silva Leão, Escrevente Técnico Judiciário.	H:Ativo
Certidão de Publicação Expedida Relação :0018/2019 Data da Disponibilização: 08/02/2019 Data da Publicação: 11/02/2019 Número do Diário: 2745 Página: 1525/1529	H:Ativo
Arquivado Definitivamente	H:Arquivado
Início da Execução Juntado 0031120-72.2018.8.26.0053 - Cumprimento Provisório de Sentença	H:Ativo
Autos no Prazo pz 26/02/19	H:Ativo
Ofício Juntado	H:Ativo
Protocolo Juntado	H:Suspenso
Arquivado Definitivamente ARQUIVO DEFINITIVO - ARQUIVADO DEFINITIVAMENTE	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Suspenso
Certidão de Publicação Expedida Relação :0272/2016 Data da Disponibilização: 17/10/2016 Data da Publicação: 18/10/2016 Número do Diário: Página:	H:Arquivado
Mandado Juntado	H:Arquivado
Certidão de Publicação Expedida Relação :0512/2018 Data da Disponibilização: 05/09/2018 Data da Publicação: 06/09/2018 Número do Diário: 2653 Página: 1538/1542	H:Ativo
Arquivado Definitivamente	H:Arquivado
Baixa Definitiva	H:Arquivado
Arquivado Definitivamente ENVIADO AO ARQUIVO CAIXA 4290/2018 VOL. 5	H:Arquivado
Início da Execução Juntado 0001605-63.2019.8.26.0309 - Cumprimento de Sentença contra a Fazenda Pública	H:Arquivado
Certidão de Publicação Expedida Relação :0291/2017 Data da Disponibilização: 17/11/2017 Data da Publicação: 20/11/2017 Número do Diário: 2471/2017 Página: 2368 e ss	H:Ativo
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Certidão de Publicação Expedida Relação :0064/2019 Data da Disponibilização: 02/04/2019 Data da Publicação: 03/04/2019 Número do Diário: 2780 Página: 1381/1403	H:Ativo
Autos Entregues em Carga ao Advogado do Réu Processo de nº 73/08 (andamento) e nº 1835/08 (andamento). Entregues a Aretuza de Souza Pires da Silva RG 23.168.005-3 End: Rua Dona maria Paula, 67. Fone: (11) 3130-9263. Tipo de local de destino: Advogado Especificação do local de destino: Rodrigo Leite Orlandelli	H:Ativo
Petição Juntada Nº Protocolo: WFPA.17.80030195-8 Tipo da Petição: Embargos de Declaração Data: 24/04/2017 17:59	H:Ativo
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 13ª Vara de Fazenda Pública	H:Ativo
Ofício Requisitório-Extinção de Precatório Expedido Ofício - Requisitório Eletrônico - Precatório - Extinção - Execução Fiscal-Fazenda Pública-Acidentes do Trabalho	H:Arquivado
Remetida a Carta Precatória ao Cartório de Origem Cumprida Negativa	H:Arquivado
Trânsito em Julgado às partes - com Baixa Arquivado dia 08/08/2017 - CAIXA - 3542/2017.	H:Arquivado
Certidão de Cartório Expedida C E R T I D Ã OCertifico e dou fé, haver retornado estes autos ao arquivo. Nada Mais. Estrela D'oeste, 12 de dezembro de 2016. Eu, ___, Luis Carlos Soldeira, Escrevente Técnico Judiciário.	H:Arquivado
Ofício Requisitório - Comunicação - Protocolo Eletrônico - DEPRE	H:Arquivado
Remetida a Carta Precatória ao Cartório de Origem Sem Cumprimento As testemunhas não compareceram na audiência e o DD. Advogado não manifestou.	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público 1935/0035081-02.2010 - 2v 1718/0029501-54.2011-1v] 1855/0031829-54.2011-2v 2232/0038660-21.2011-8v 638/0011521-60.2012-3v Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Ofício Juntado	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 95 transitou em julgado em 18 de abril de 2018. Certifico ainda que o processo foi baixado definitivamente no sistema e será arquivado oportunamente. Nada Mais.	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Arquivado Definitivamente	H:Arquivado
Recebidos os Autos da Conclusão Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª Vara Judicial	H:Ativo
Arquivado Definitivamente	H:Arquivado
Praça / Leilão Juntada Juntada a petição diversa - Tipo: Pedido de Designação de Hastas em Procedimento Comum - Número: 80028 - Protocolo: FSTS17001644730 - Complemento: manifestação	H:Ativo
Certidão de Honorários Expedida Certidão - Honorários - Convênio Defensoria-OAB	H:Ativo
Autos Entregues em Carga ao Advogado do Réu Tipo de local de destino: Advogado Especificação do local de destino: FERNANDO BIANCHI RUFINO Vencimento: 08/05/2019	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Petição Juntada Nº Protocolo: WAS1.19.70020657-2 Tipo da Petição: Petições Diversas Data: 26/03/2019 17:17	H:Ativo
Certidão de Objeto e Pé Expedida CAIXA 96/2018 Encaminhado a Recall F9001973566692	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Conclusos para Despacho 28 ª VARA CÍVEL - S / 1002 - 3 º Volume Tipo de local de destino: Juiz de Direito Especificação do local de destino: Thania Pereira Teixeira De Carvalho Cardin	H:Ativo
Arquivado Definitivamente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 20/02/2019 devido à alteração da tabela de feriados Prazo referente ao usuário foi alterado para 01/03/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0552/2018 Data da Disponibilização: 04/05/2018 Data da Publicação: 07/05/2018 Número do Diário: 2568 Página: 2145/2146	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado	H:Ativo
Disponibilização no Diário da Justiça Eletrônico	H:Ativo
Tipo do Movimento:Despacho - Proferido despacho de mero expediente Descrição:Ao cartório, sobre fls. 247/250.Visualizar Ato Assinado Digitalmente	H:Ativo
Arquivado Definitivamente	H:Arquivado
Recebidos os Autos do Ministério Público Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 1ª. Vara Judicial	H:Ativo
Tipo do Movimento:Conclusão ao Juiz Juiz:CLAUDIA MARIA DE OLIVEIRA MOTTA	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Privado EXECUÇÃO 1458/06 - 1ºV.,2ºV.,3ºV.,4ºV.,5ºV. ,6ºV.+ 1 APENSO Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Remetidos os Autos para o Tribunal de Justiça - Seção de Direito Público EMBARGOS À EXECUÇÃO 4596/08 - VOLUME ÚNICO Tipo de local de destino: Tribunal de Justiça de São Paulo Especificação do local de destino: Tribunal de Justiça de São Paulo	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Certidão de Publicação Expedida Relação :0197/2019 Data da Disponibilização: 19/02/2019 Data da Publicação: 20/02/2019 Número do Diário: 2752 Página: 3409/3412	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 02/04/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Publicação Expedida Relação :0319/2018 Data da Disponibilização: 31/08/2018 Data da Publicação: 03/09/2018 Número do Diário: 2650 Página: 338/350	H:Ativo
Arquivado Definitivamente	H:Arquivado
Baixa Definitiva	H:Arquivado
Arquivado Definitivamente 1 volume, Cx 7707	H:Arquivado
Documento Juntado	H:Arquivado
Arquivado Definitivamente	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Autos no Prazo	H:Suspenso
Para O(S) Autor(Es) Ed.Nº 3479 Sol.Nº 3169 Publicação De Notificação Ciência Despacho	H:Ativo
Arquivado Definitivamente	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida CERTIDÃO DE TRANSITO EM JULGADO COM BAIXA	H:Arquivado
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Termo de Audiência Expedido Termo de Audiência - Depoimento de Testemunha - Audiovisual - Crime	H:Arquivado
Certidão de Publicação Expedida Relação :1060/2015 Data da Disponibilização: 30/07/2015 Data da Publicação: 31/07/2015 Número do Diário: 1935 Página: 1222/1227	H:Ativo
Petição Juntada Nº Protocolo: WCAS.19.70078187-9 Tipo da Petição: Petições Diversas Data: 23/02/2019 12:06	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
AR Positivo Juntado	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Guia Juntada	H:Ativo
Certidão de Cartório Expedida RETORNO RECALL	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoSituação:Em fase de encaminhamento ao arquivo	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:RemessaDestinatário:Central de Arquivamento Prazo:15 dia(s)	H:Arquivado
Autos Destruídos ARQUIVO DEFINITIVO. Edital nº 04/2015. Tit.: retirados, em 18/09/2015, pelo adv. darequerente Dr. Reinaldo Daniel Rigobelli. Causa no valor de 31.520,00. Sent. em 27/07/2015, julgou ext. c/ fund. no art. 267, inciso VIII, do CPC. T.J. em 11/08/2015. Destruir em 11/11/2015.	H:Arquivado
Cancelada a Distribuição (movimentação exclusiva do distribuidor) Cancelado conforme r. decisão de fls. 45	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Certidão de Trânsito em Julgado com Baixa Expedida Certidão - Trânsito em Julgado com Baixa - Processo Digital	H:Arquivado
Ato Ordinatório - Não Publicável Ato Ordinatório - Genérico - Com Atos e Não Publicável	H:Ativo
Petição Juntada Nº Protocolo: WFPA.19.80039140-1 Tipo da Petição: Petições Diversas Data: 29/03/2019 10:32	H:Ativo
Remetidos os Autos para o Tribunal de Justiça/Colégio Recursal - Processo Digital	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 29/03/2019 devido à alteração da tabela de feriados	H:Ativo
Ofício Expedido Ofício - Seção Administrativa	H:Ativo
Tipo do Movimento:Ato Ordinatório Praticado Descrição:Certifico que o Recurso de Apelação de fls. 251/260, veio no prazo legal;  sem o respectivo preparo em razão da gratuidade de justiça deferida ao autor, ora apelante.	H:Ativo
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Arquivado
Certidão de Publicação Expedida Relação :0318/2019 Data da Disponibilização: 01/04/2019 Data da Publicação: 02/04/2019 Número do Diário: 2779 Página: 1038/1039	H:Arquivado
Certidão de Trânsito em Julgado com Baixa Expedida Certifico e dou fé que a r. sentença de fls. 175/178 transitou em julgado em 09/06/2016	H:Arquivado
Serventuário Expediente Urgente	H:Arquivado
Suspensão do Prazo Prazo referente ao usuário foi alterado para 12/03/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente	H:Arquivado
Ato ordinatório guia a disposição para retirada	H:Arquivado
Baixa Definitiva	H:Arquivado
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Outros Feitos não Especificados - Número: 80000 - Protocolo: FCAS16000874283	H:Ativo
Certidão de Publicação Expedida Relação :0291/2017 Data da Disponibilização: 03/10/2017 Data da Publicação: 04/10/2017 Número do Diário: 2443 Página: 1236/1242	H:Ativo
Petição Juntada Juntada a petição diversa - Tipo: Petições Diversas em Procedimento Ordinário - Número: 80000 - Protocolo: FARQ15000901296	H:Arquivado
Recebidos os Autos do Advogado Tipo de local de destino: Cartório Especificação do local de destino: Cartório da 3ª Vara de Fazenda Pública	H:Ativo
Trânsito em Julgado às partes - Proc. em Andamento TRÂNSITO EM JULGADO COM ARQUIVAMENTO	H:Arquivado
Remetida a Carta Precatória ao Cartório de Origem Cumprida Positiva 23/10/2015 - DEVOLVIDA CUMPRIDA POSITIVA.	H:Arquivado
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Expedição de documento CERTIDÃOProcesso nº:0008272-73.2007.8.26.0022Classe - Assunto:Procedimento Comum - Assunto Principal do Processo << Nenhuma informação disponível >>Requerente:Armando Lucenti Junior e outroRequerido:Banco Itaú Sa CERTIFICO E DOU FÉ QUE:01.Decorreu o prazo dos autos em cartório, e nada mais foi requerido pelas partes, remetendo os autos ao arquivo.NADA MAIS. Amparo, 17 de maio de 2017.Eu, Luis Augusto Ferreira (M804595), Escrevente Técnico Judiciário.	H:Arquivado
Arquivado Definitivamente PACOTE Nº 9388/17 C/ 3 VOLS	H:Arquivado
Tipo do Movimento:Juntada - Petição Descrição da juntada:Documento eletrônico juntado de forma automática.	H:Ativo
Ofício Juntado Juntada a petição diversa - Tipo: Ofício em Despejo por Falta de Pagamento - Número: 80018 - Protocolo: FUBT18000004325	H:Ativo
Autos no Prazo Prazo 02/04/2019	H:Ativo
Arquivado Definitivamente Caixa 3158/2017	H:Arquivado
Certidão de Publicação Expedida Relação :0247/2018 Data da Disponibilização: 02/04/2018 Data da Publicação: 03/04/2018 Número do Diário: 2546 Página: 879/885	H:Ativo
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:5443Maço recebido pelo arquivo em:12/04/2012Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Trânsito em Julgado às partes - com Baixa	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Arquivado Provisoriamente	H:Suspenso
Suspensão do Prazo Prazo referente ao usuário foi alterado para 18/03/2019 devido à alteração da tabela de feriados	H:Ativo
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Arquivado Definitivamente Arquivado em :08/11/2017 Caixa n° 2018/17 Transitou em julgado : 18/04/2017 Recall : 9001971751634	H:Arquivado
Mandado Devolvido Cumprido Negativo retro indicado, onde fiquei IMPOSSIBILITADA de dar cumprimento a este mandado, expedido em relação a REGINALDO JOSÉ DE ANDRADE SILVA, pois, em diligência, encontrei o imóvel fechado e, aparentemente, sem atividades: o interfone estava desligado, não havia movimentação no interior do imóvel e, pela fresta do portão, verifiquei que as portas do galpão industrial (que fica ao fundo), estavam fechadas. Então, por cautela, indaguei no galpão industrial vizinho, de n. 2945, onde funciona a Empresa DV Usinagem, de propriedade do Sr. Wagner de Oliveira, tendo sido recebida pela Sra. Eliana, que disse desconhecer o requerido, bem com as empresa Brasilcald Máquinas e Equipamentos, confirmando, ainda, que o galpão vizinho estava, de fato, vazio. Disse, por fim, que naquele local funcionou a Empresa Apsa - Arquivamentos, por muito anos e, depois dela, uma outra empresa ficou pouco tempo no local e desocupou o imóvel há mais ou menos 6 meses. Assim, considerando que o requerido se encontra, por ora, para esta oficiala, em local incerto e não sabido, baixo o presente em Cartório para os fins de direito.	H:Arquivado
Extinta A Execução/Cumprimento Da Sentença Pela Satisfação Da Obrigação	H:Ativo
Autos no Prazo prazo 29.08.2019	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:10302Maço recebido pelo arquivo em:24/11/2017Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Concedida A Dilação De Prazo	H:Ativo
Petição Juntada Nº Protocolo: WFPA.15.70240324-0 Tipo da Petição: Petições Diversas Data: 26/10/2015 16:30	H:Ativo
Certidão de Cartório Expedida Certidão - Genérica	H:Ativo
Suspensão do Prazo Prazo referente ao usuário foi alterado para 24/05/2019 devido à alteração da tabela de feriados	H:Ativo
Arquivado Definitivamente ENTINTO-ARTIGO 485, VIII, CPC. CX 6244/18 9001971055752 1º VOL. 9001971055751 2º VOL. 9001971055753 3º VOL.	H:Arquivado
Certidão de Não Consulta ao Teor da Informação - Contagem de Prazo do Ato - Expedida Certidão de Não Leitura - Contagem de Prazo do Ato	H:Ativo
Arquivado Definitivamente	H:Arquivado
Decisão	H:Ativo
Arquivado Provisoriamente	H:Suspenso
Certidão de Publicação Expedida Relação :0114/2019 Data da Disponibilização: 11/03/2019 Data da Publicação: 12/03/2019 Número do Diário: 2764 Página: 948/956	H:Suspenso
Certidão de Publicação Expedida Relação :0178/2019 Data da Disponibilização: 26/03/2019 Data da Publicação: 27/03/2019 Número do Diário: 2775 Página: 1943-1950	H:Ativo
Arquivado Definitivamente	H:Arquivado
Arquivado Definitivamente	H:Arquivado
Tipo do Movimento:Arquivamento Tipo de arquivamento:definitivoMaço:8075Maço recebido pelo arquivo em:27/08/2015Local de arquivamento:Arquivo Geral - Rio de Janeiro	H:Arquivado
Arquivados Os Autos Definitivamente	H:Ativo
Tipo do Movimento:Publicado  Atos da Serventia Folhas do DJERJ.:256/291	H:Arquivado
Arquivado Definitivamente 1º e 2º vols.cx.6499/18	H:Arquivado
Certidão de Publicação Expedida Relação :0833/2016 Data da Disponibilização: 13/10/2016 Data da Publicação: 14/10/2016 Número do Diário: 2220 Página: 977/980	H:Arquivado
Contestação Juntada Nº Protocolo: WCAS.19.70099652-2 Tipo da Petição: Contestação Data: 10/03/2019 23:59	H:Ativo
